COUNTRY,YEAR,USDperCapita
IDN,2009,8637.561392
IDN,2010,8432.687957
IDN,2011,8973.551846
IDN,2012,9554.344552
IDN,2013,10108.43398
IDN,2014,10657.23591
IDN,2015,11164.24334
KOR,1970,605.496652
KOR,1971,689.0386
KOR,1972,755.973195
KOR,1973,899.256008
KOR,1974,1054.543538
KOR,1975,1222.065202
KOR,1976,1435.112529
KOR,1977,1684.800485
KOR,1978,1967.275517
KOR,1979,2278.567636
KOR,1980,2404.011464
KOR,1981,2773.613665
KOR,1982,3140.242341
KOR,1983,3642.391782
KOR,1984,4114.367508
KOR,1985,4530.215211
KOR,1986,5089.46514
KOR,1987,5812.477102
KOR,1988,6666.640218
KOR,1989,7339.713249
KOR,1990,8276.08959
KOR,1991,9343.913932
KOR,1992,10042.26205
KOR,1993,10874.01429
KOR,1994,12006.3735
KOR,1995,13295.51704
KOR,1996,14428.17143
KOR,1997,15399.08584
KOR,1998,14608.68373
KOR,1999,16392.69505
KOR,2000,18083.1268
KOR,2001,19184.45252
KOR,2002,20774.99003
KOR,2003,21374.64405
KOR,2004,22946.99362
KOR,2005,24196.20341
KOR,2006,25827.9503
KOR,2007,27822.65326
KOR,2008,28655.81293
KOR,2009,28320.22437
KOR,2010,30376.94049
KOR,2011,31228.28432
KOR,2012,32097.07001
KOR,2013,32615.7034
KOR,2014,33587.35769
KOR,2015,35203.69758
KOR,2016,36532.26382
LVA,1995,5507.941712
LVA,1996,5795.200626
LVA,1997,6481.587939
LVA,1998,7070.939422
LVA,1999,7405.207423
LVA,2000,8017.80095
LVA,2001,9040.596111
LVA,2002,10069.14336
LVA,2003,11025.2271
LVA,2004,12219.46824
LVA,2005,13847.87004
LVA,2006,15752.36296
LVA,2007,18120.39986
LVA,2008,19428.57188
LVA,2009,16866.29509
LVA,2010,17578.06198
LVA,2011,19781.82657
LVA,2012,21259.86652
LVA,2013,22719.27375
LVA,2014,23866.18753
LVA,2015,24545.76743
LVA,2016,25572.55882
NLD,1969,4034.415023
NLD,1970,4367.99835
NLD,1971,4729.770473
NLD,1972,5006.611428
NLD,1973,5539.547409
NLD,1974,6245.306977
NLD,1975,6773.587816
NLD,1976,7426.051533
NLD,1977,7990.061953
NLD,1978,8698.265648
NLD,1979,9541.746285
NLD,1980,10653.90728
NLD,1981,11476.99256
NLD,1982,11983.08832
NLD,1983,12664.50955
NLD,1984,13463.84229
NLD,1985,14189.19326
NLD,1986,14798.21436
NLD,1987,15366.51829
NLD,1988,16344.7899
NLD,1989,17628.11563
NLD,1990,18916.21862
NLD,1991,19861.81023
NLD,1992,20506.00886
NLD,1993,21107.75572
NLD,1994,22063.96229
NLD,1995,23107.81511
NLD,1996,24225.8558
NLD,1997,25718.89485
NLD,1998,27343.55022
NLD,1999,28951.73792
NLD,2000,31598.90023
NLD,2001,32870.73849
NLD,2002,33995.11953
NLD,2003,33705.90896
NLD,2004,35440.99148
NLD,2005,37271.89023
NLD,2006,40615.31864
NLD,2007,43481.42645
NLD,2008,45859.47847
NLD,2009,44049.05535
NLD,2010,44551.9607
NLD,2011,46066.85667
NLD,2012,46715.50098
NLD,2013,48679.15942
NLD,2014,48612.03321
NLD,2015,49550.87358
NLD,2016,50539.56403
OECD,1995,20294.60108
OECD,1996,21189.6352
OECD,1997,22175.73544
OECD,1998,22764.08519
OECD,1999,23708.82431
OECD,2000,25203.74474
OECD,2001,26011.48805
OECD,2002,26843.1871
OECD,2003,27648.99059
OECD,2004,29136.37565
OECD,2005,30539.17196
OECD,2006,32546.98672
OECD,2007,34093.67222
OECD,2008,34931.09322
OECD,2009,33969.9646
OECD,2010,35281.54778
OECD,2011,36641.93382
OECD,2012,37594.94816
OECD,2013,38916.09452
OECD,2014,40068.62717
OECD,2015,41072.3742
OECD,2016,42104.10656
OECDE,1995,18279.40468
OECDE,1996,19015.08557
OECDE,1997,19886.75012
OECDE,1998,20329.41181
OECDE,1999,21050.25592
OECDE,2000,22489.74522
OECDE,2001,23430.49989
OECDE,2002,24332.87062
OECDE,2003,24840.27312
OECDE,2004,26093.3807
OECDE,2005,27069.93876
OECDE,2006,29334.08369
OECDE,2007,31028.36073
OECDE,2008,32389.32098
OECDE,2009,31526.07708
OECDE,2010,32732.35414
OECDE,2011,34240.44725
OECDE,2012,34850.94491
OECDE,2013,36193.48184
OECDE,2014,37332.43929
OECDE,2015,38238.92134
OECDE,2016,39244.08449
PRT,1970,2080.839953
PRT,1971,2351.998821
PRT,1972,2654.505174
PRT,1973,3111.385746
PRT,1974,3382.236654
PRT,1975,3403.045659
PRT,1976,3730.079464
PRT,1977,4139.158822
PRT,1978,4505.445732
PRT,1979,5097.518177
PRT,1980,5749.795445
PRT,1981,6333.860498
PRT,1982,6828.157328
PRT,1983,7054.865648
PRT,1984,7143.455424
PRT,1985,7562.327838
PRT,1986,8034.378051
PRT,1987,8780.054407
PRT,1988,9793.481852
PRT,1989,10863.32576
PRT,1990,11755.16347
PRT,1991,12712.97654
PRT,1992,13149.72913
PRT,1993,13172.84085
PRT,1994,13550.37147
PRT,1995,14384.56378
PRT,1996,14899.39502
PRT,1997,15783.74986
PRT,1998,16677.92618
PRT,1999,17723.51132
PRT,2000,18883.894
PRT,2001,19556.93167
PRT,2002,20367.7387
PRT,2003,20839.50013
PRT,2004,21483.23776
PRT,2005,22739.66382
PRT,2006,24658.5397
PRT,2007,25701.41542
PRT,2008,26631.49833
PRT,2009,26464.48097
PRT,2010,27334.80906
PRT,2011,26780.13068
PRT,2012,26454.22685
PRT,2013,27899.47614
PRT,2014,28746.52581
PRT,2015,29532.32841
PRT,2016,30606.4857
ROU,1995,5453.938135
ROU,1996,5778.039921
ROU,1997,5604.174664
ROU,1998,5578.318478
ROU,1999,5635.817061
ROU,2000,5879.08233
ROU,2001,6497.688763
ROU,2002,7197.279867
ROU,2003,7820.321307
ROU,2004,9134.375679
ROU,2005,9723.50798
ROU,2006,11689.04651
ROU,2007,13445.63877
ROU,2008,16302.01354
ROU,2009,15994.10923
ROU,2010,17164.17428
ROU,2011,18094.90013
ROU,2012,18981.38306
ROU,2013,19854.51038
ROU,2014,20605.14538
ROU,2015,21514.31408
ROU,2016,22888.51575
SAU,1990,27242.63784
SAU,1991,31352.46046
SAU,1992,32397.805
SAU,1993,31821.77284
SAU,1994,31870.76511
SAU,1995,31868.44842
SAU,1996,32629.69438
SAU,1997,32909.48739
SAU,1998,33546.93824
SAU,1999,32182.07168
SAU,2000,33946.35442
SAU,2001,33416.24687
SAU,2002,32083.19316
SAU,2003,35346.85789
SAU,2004,38293.23543
SAU,2005,40547.13446
SAU,2006,41782.54407
SAU,2007,42520.35501
SAU,2008,44841.92932
SAU,2009,43055.8107
SAU,2010,44384.82624
SAU,2011,48399.41165
SAU,2012,50434.6451
SAU,2013,51106.19932
SAU,2014,52626.01718
SAU,2015,54007.03246
SAU,2016,54430.79542
SVN,1995,13563.21512
SVN,1996,14260.01214
SVN,1997,15261.01839
SVN,1998,16021.79556
SVN,1999,17061.43655
SVN,2000,18043.18127
SVN,2001,18972.10764
SVN,2002,20299.93324
SVN,2003,21126.39378
SVN,2004,22782.05911
SVN,2005,23941.23464
SVN,2006,25753.91817
SVN,2007,27590.77917
SVN,2008,29614.5876
SVN,2009,27444.2593
SVN,2010,27763.19199
SVN,2011,28804.7273
SVN,2012,28906.32874
SVN,2013,29802.65341
SVN,2014,30856.80321
SVN,2015,31471.87859
SVN,2016,32729.60643
ZAF,1985,5699.29117
ZAF,1986,5683.360554
ZAF,1987,5820.282739
ZAF,1988,6132.482625
ZAF,1989,6438.971288
ZAF,1990,6512.330053
ZAF,1991,6517.468592
ZAF,1992,6384.320641
ZAF,1993,6476.91592
ZAF,1994,6686.257214
ZAF,1995,6894.618589
ZAF,1996,7177.839188
ZAF,1997,7349.017943
ZAF,1998,7328.638322
ZAF,1999,7482.179519
ZAF,2000,7838.630241
ZAF,2001,8109.080743
ZAF,2002,8414.108783
ZAF,2003,8722.510709
ZAF,2004,9248.600993
ZAF,2005,9916.22046
ZAF,2006,10646.76474
ZAF,2007,11356.06121
ZAF,2008,11778.8865
ZAF,2009,11516.41958
ZAF,2010,11833.73679
ZAF,2011,12286.4741
ZAF,2012,12592.84639
ZAF,2013,12908.6439
ZAF,2014,13148.75397
ZAF,2015,13282.00987
ZAF,2016,13300.73759
